Timestamp,Group,Moisture_V,Moisture_Percent,T_Leaf_C,NDVI_Mean,NDVI_Std,Cell_1,Cell_2,Cell_3,Cell_4,Cell_5,Cell_6,Cell_7,Cell_8,Cell_9
2026-09-19 15:33:19,Контроль,1.85,64.0,23.5,0.738,0.016,0.764,0.761,0.722,0.719,0.726,0.736,0.733,0.734,0.751
2026-09-19 15:34:32,Контроль,1.85,64.0,23.5,0.744,0.016,0.747,0.717,0.742,0.749,0.757,0.715,0.748,0.758,0.763
2026-09-19 15:34:49,Контроль,1.85,64.0,23.5,0.741,0.011,opt_Контроль_20260919_153449.jpg,,0.742,0.745,0.737,0.737,0.754,0.753,0.754,0.729,0.721
2026-09-19 15:35:20,Контроль,1.85,64.0,23.5,0.748,0.011,opt_Контроль_20260919_153520.jpg,,0.761,0.727,0.737,0.756,0.757,0.746,0.736,0.755,0.754
2026-09-19 15:38:05,Контроль,1.85,64.0,23.5,0.74,0.014,red_Контроль_20260919_153805.jpg,nir_Контроль_20260919_153805.jpg,ndvi_Контроль_20260919_153805.jpg,,0.736,0.763,0.716,0.749,0.752,0.738,0.723,0.737,0.742
2026-09-19 15:39:06,Контроль,1.85,64.0,23.5,0.746,0.015,red_Контроль_20260919_153906.jpg,nir_Контроль_20260919_153906.jpg,ndvi_Контроль_20260919_153906.jpg,,0.751,0.751,0.755,0.757,0.718,0.763,0.719,0.75,0.748
2026-09-19 15:39:33,Контроль,1.85,64.0,23.5,0.739,0.011,red_Контроль_20260919_153933.jpg,nir_Контроль_20260919_153933.jpg,ndvi_Контроль_20260919_153933.jpg,therm_Контроль_20260919_153933.jpg,0.729,0.762,0.727,0.726,0.74,0.751,0.734,0.744,0.734
2026-09-19 15:44:16,Контроль,1.85,64.0,23.5,0.744,0.014,red_Контроль_20260919_154416.jpg,nir_Контроль_20260919_154416.jpg,ndvi_Контроль_20260919_154416.jpg,therm_Контроль_20260919_154416.jpg,0.739,0.725,0.754,0.75,0.72,0.741,0.763,0.757,0.748
2026-09-19 15:44:32,Контроль,1.85,64.0,23.5,0.74,0.012,red_Контроль_20260919_154432.jpg,nir_Контроль_20260919_154432.jpg,ndvi_Контроль_20260919_154432.jpg,therm_Контроль_20260919_154432.jpg,0.726,0.731,0.73,0.763,0.738,0.728,0.757,0.742,0.741
2026-09-19 15:55:16,Контроль,1.85,64.0,23.5,0.731,0.012,red_Контроль_20260919_155516.jpg,nir_Контроль_20260919_155516.jpg,ndvi_Контроль_20260919_155516.jpg,,0.73,0.726,0.74,0.739,0.722,0.715,0.741,0.754,0.716
11,2026-09-19 16:03:31,Контроль,1.85,64.0,,0.741,0.014,opt_11_Контроль_20260919_160331.jpg,therm_11_1789823173_IMG 0416.bmp,0.716,0.76,0.741,0.733,0.76,0.731,0.748,0.748,0.728
12,2026-09-19 16:03:41,Засуха,1.85,64.0,,0.463,0.016,opt_12_Засуха_20260919_160341.jpg,therm_12_1789823188_IMG 0418.bmp,0.451,0.463,0.459,0.451,0.482,0.45,0.485,0.44,0.482
13,2026-09-19 16:03:50,Соль,1.85,64.0,,0.512,0.017,opt_13_Соль_20260919_160350.jpg,therm_13_1789823147_IMG 0417.bmp,0.516,0.527,0.486,0.52,0.532,0.496,0.525,0.488,0.521
14,2026-09-19 16:59:19,Контроль,1.85,64.0,23.8,0.749,0.015,opt_14_Контроль_20260919_165919.jpg,therm_14_IMG 0421.jpg,0.763,0.736,0.739,0.762,0.719,0.764,0.758,0.742,0.756
15,2026-09-19 16:59:53,Засуха,1.85,64.0,25.4,0.459,0.013,opt_15_Засуха_20260919_165953.jpg,therm_15_IMG 0421.jpg,0.453,0.465,0.437,0.451,0.473,0.467,0.472,0.443,0.471
16,2026-09-19 17:00:02,Соль,1.85,64.0,25.9,0.517,0.017,opt_16_Соль_20260919_170002.jpg,therm_16_IMG 0421.jpg,0.53,0.515,0.534,0.534,0.488,0.521,0.526,0.514,0.487
17,2026-09-19 17:02:36,Контроль,1.85,64.0,23.8,0.732,0.013,opt_17_Контроль_20260919_170236.jpg,therm_17_IMG 0421.jpg,0.725,0.744,0.752,0.719,0.742,0.72,0.746,0.717,0.724
18,2026-09-19 17:02:46,Контроль,1.85,64.0,29.6,0.735,0.014,opt_18_Контроль_20260919_170246.jpg,therm_18_IMG 0421.jpg,0.762,0.719,0.739,0.744,0.738,0.727,0.72,0.716,0.746
19,2026-09-19 17:03:51,Засуха,1.85,64.0,29.6,0.456,0.011,opt_19_Засуха_20260919_170351.jpg,therm_19_IMG 0421.jpg,0.445,0.442,0.447,0.466,0.471,0.45,0.46,0.471,0.455
20,2026-09-19 17:04:30,Засуха,1.85,64.0,29.6,0.465,0.011,opt_20_Засуха_20260919_170430.jpg,therm_20_IMG 0421.jpg,0.483,0.458,0.464,0.443,0.461,0.481,0.467,0.461,0.467
21,2026-09-19 17:06:16,Засуха,1.85,64.0,29.6,0.458,0.017,opt_21_Засуха_20260919_170616.jpg,therm_21_IMG 0421.jpg,0.476,0.461,0.435,0.482,0.45,0.45,0.481,0.44,0.444
22,2026-09-19 17:07:03,Контроль,1.85,64.0,,0.743,0.014,opt_22_Контроль_20260919_170703.jpg,,0.723,0.721,0.759,0.759,0.763,0.738,0.741,0.739,0.747
23,2026-09-19 17:08:23,Контроль,1.85,64.0,,0.747,0.013,opt_23_Контроль_20260919_170823.jpg,,0.749,0.716,0.75,0.74,0.757,0.761,0.76,0.743,0.751
24,2026-09-19 17:11:59,Контроль,1.85,64.0,26.0,0.747,0.011,opt_24_Контроль_20260919_171159.jpg,therm_24_IMG 0419.jpg,0.751,0.744,0.761,0.742,0.738,0.748,0.76,0.725,0.758
25,2026-09-19 17:12:07,Засуха,1.85,64.0,30.2,0.455,0.016,opt_25_Засуха_20260919_171207.jpg,therm_25_IMG 0420.jpg,0.452,0.468,0.475,0.476,0.437,0.439,0.442,0.437,0.467
26,2026-09-19 17:12:15,Соль,1.85,64.0,30.2,0.512,0.012,opt_26_Соль_20260919_171215.jpg,therm_26_IMG 0420.jpg,0.519,0.523,0.509,0.491,0.528,0.527,0.502,0.498,0.509
27,2026-09-19 17:44:10,Контроль,1.85,64.0,,0.744,0.014,opt_27_Контроль_20260919_174410.jpg,,0.748,0.762,0.735,0.753,0.721,0.73,0.763,0.738,0.75
28,2026-09-19 17:44:28,Засуха,1.85,64.0,,0.465,0.014,opt_28_Засуха_20260919_174428.jpg,,0.462,0.473,0.474,0.444,0.472,0.458,0.483,0.478,0.443
29,2026-09-19 17:44:37,Соль,1.85,64.0,,0.511,0.013,opt_29_Соль_20260919_174437.jpg,,0.525,0.507,0.495,0.486,0.517,0.529,0.509,0.518,0.516
30,2026-09-19 17:44:45,Засуха,1.85,64.0,,0.461,0.01,opt_30_Засуха_20260919_174445.jpg,,0.443,0.47,0.478,0.457,0.465,0.465,0.455,0.465,0.45
31,2026-09-19 17:44:54,Соль,1.85,64.0,,0.505,0.014,opt_31_Соль_20260919_174454.jpg,,0.496,0.513,0.489,0.486,0.519,0.498,0.501,0.533,0.508
32,2026-09-19 17:45:25,Контроль,1.85,64.0,37.0,0.74,0.016,opt_32_Контроль_20260919_174525.jpg,therm_32_IMG 0423.jpg,0.733,0.721,0.76,0.722,0.762,0.758,0.743,0.72,0.742
33,2026-09-19 17:47:35,Контроль,1.85,64.0,,0.741,0.018,opt_33_Контроль_20260919_174735.jpg,,0.764,0.735,0.75,0.716,0.762,0.735,0.718,0.727,0.764
34,2026-09-19 17:52:13,Контроль,1.85,64.0,,0.741,0.015,opt_34_Контроль_20260919_175213.jpg,,0.729,0.752,0.736,0.752,0.757,0.716,0.736,0.725,0.765
35,2026-09-19 18:03:25,Контроль,1.85,64.0,,0.744,0.013,opt_35_Контроль_20260919_180325.jpg,,0.753,0.744,0.753,0.726,0.758,0.748,0.75,0.746,0.716
36,2026-09-19 19:30:17,Контроль,,24.9,65.7,1.85,64.0,,,1.08,0.744,0.012,opt_36_Контроль_20260919_193017.jpg,,0.756,0.731,0.745,0.734,0.739,0.745,0.762,0.757,0.727
37,2026-09-19 19:30:29,Контроль,,24.9,65.7,1.85,64.0,,,1.08,0.75,0.01,opt_37_Контроль_20260919_193029.jpg,,0.75,0.754,0.754,0.752,0.754,0.764,0.755,0.742,0.727
38,2026-09-19 19:45:21,Контроль,450,24.9,65.7,1.85,64.0,33.5,8.6,1.08,0.745,0.012,opt_38_Контроль_20260919_194521.jpg,therm_38_IMG 0427.bmp.jpg,0.753,0.743,0.732,0.742,0.75,0.757,0.748,0.763,0.721
39,2026-09-19 19:49:15,Засуха,400,24.9,65.7,1.85,64.0,23.5,-1.4,1.08,0.463,0.014,opt_39_Засуха_20260919_194915.jpg,therm_39_IMG 0426.bmp.jpg,0.442,0.467,0.485,0.462,0.454,0.447,0.455,0.479,0.473
40,2026-09-19 19:51:17,Соль,400,24.9,65.7,1.85,64.0,25,0.1,1.08,0.505,0.015,opt_40_Соль_20260919_195117.jpg,therm_40_IMG 0427.bmp.jpg,0.486,0.493,0.501,0.534,0.504,0.487,0.513,0.508,0.523
41,"19 сентября 2026, 19:58:11",Контроль,400,24.9,65.7,1.85,64.0,33.5,8.6,1.08,0.737,0.013,opt_41_Контроль_20260919_195811.jpg,therm_41_IMG 0427.bmp.jpg,0.729,0.739,0.735,0.719,0.752,0.728,0.759,0.724,0.745
42,"19 сентября 2026, 20:01:03",Контроль,1,24.9,65.7,1.85,64.0,33.5,8.6,1.08,0.733,0.013,opt_42_Контроль_20260919_200103.jpg,therm_42_IMG 0427.bmp.jpg,0.725,0.728,0.739,0.741,0.756,0.719,0.723,0.75,0.717
43,"19 сентября 2026, 20:05:33",Засуха,2,24.9,65.7,1.85,64.0,33.5,8.6,1.08,0.464,0.01,opt_43_Засуха_20260919_200533.jpg,therm_43_IMG 0427.bmp.jpg,0.457,0.481,0.457,0.46,0.469,0.464,0.477,0.446,0.467
44,"19 сентября 2026, 20:05:46",Соль,3,24.9,65.7,1.85,64.0,33.5,8.6,1.08,0.509,0.016,opt_44_Соль_20260919_200546.jpg,therm_44_IMG 0427.bmp.jpg,0.486,0.519,0.51,0.534,0.502,0.495,0.49,0.522,0.522
45,"19 сентября 2026, 20:07:24",Контроль,1,24.9,65.7,1.85,64.0,33.5,8.6,1.08,0.733,0.013,opt_45_Контроль_20260919_200724.jpg,therm_45_IMG 0427.bmp.jpg,0.735,0.716,0.723,0.738,0.725,0.749,0.725,0.757,0.726
46,"19 сентября 2026, 20:08:40",Засуха,2,24.9,65.7,1.85,64.0,33.5,8.6,1.08,0.461,0.017,opt_46_Засуха_20260919_200840.jpg,therm_46_IMG 0427.bmp.jpg,0.481,0.484,0.443,0.454,0.442,0.446,0.475,0.445,0.475
47,"19 сентября 2026, 20:08:49",Соль,3,24.9,65.7,1.85,64.0,33.5,8.6,1.08,0.513,0.009,opt_47_Соль_20260919_200849.jpg,therm_47_IMG 0427.bmp.jpg,0.523,0.504,0.526,0.513,0.515,0.505,0.5,0.508,0.52
48,"19 сентября 2026, 21:33:41",Контроль,400,24.9,65.7,1.85,64.0,33.5,8.6,1.08,0.742,0.01,opt_48_Контроль_20260919_213341.jpg,therm_48_IMG 0427.bmp.jpg,0.736,0.763,0.75,0.729,0.744,0.746,0.736,0.73,0.745
49,"19 сентября 2026, 22:13:46",Контроль,400,24.9,65.7,1.85,64.0,23.5,-1.4,1.08,0.742,0.017,opt_49_Контроль_20260919_221346.jpg,,0.726,0.746,0.719,0.719,0.75,0.738,0.764,0.757,0.763
50,"19 сентября 2026, 22:19:26",Засуха,400,24.9,65.7,1.85,64.0,23.5,-1.4,1.08,0.46,0.015,opt_50_Засуха_20260919_221926.jpg,,0.449,0.462,0.438,0.482,0.44,0.46,0.461,0.467,0.481
51,"19 сентября 2026, 22:19:44",Соль,415,24.9,65.7,1.85,64.0,23.5,-1.4,1.08,0.512,0.008,opt_51_Соль_20260919_221944.jpg,,0.508,0.513,0.499,0.512,0.508,0.508,0.526,0.506,0.525
52,"19 сентября 2026, 22:21:39",Контроль,415,24.9,65.7,1.85,64.0,23.5,-1.4,1.08,0.736,0.011,opt_52_Контроль_20260919_222139.jpg,,0.719,0.737,0.762,0.731,0.729,0.737,0.737,0.738,0.732
53,"19 сентября 2026, 22:21:53",Засуха,400,24.9,65.7,1.85,64.0,23.5,-1.4,1.08,0.459,0.018,opt_53_Засуха_20260919_222153.jpg,,0.445,0.484,0.448,0.481,0.44,0.44,0.47,0.479,0.441
54,"19 сентября 2026, 22:22:03",Соль,415,24.9,65.7,1.85,64.0,23.5,-1.4,1.08,0.506,0.011,opt_54_Соль_20260919_222203.jpg,,0.495,0.516,0.496,0.502,0.493,0.514,0.5,0.523,0.516
55,"19 сентября 2026, 22:22:53",Контроль,415,24.9,65.7,1.85,64.0,23.5,-1.4,1.08,0.736,0.018,opt_55_Контроль_20260919_222253.jpg,,0.758,0.759,0.762,0.729,0.723,0.715,0.721,0.719,0.736
56,"19 сентября 2026, 22:23:06",Засуха,400,24.9,65.7,1.85,64.0,23.5,-1.4,1.08,0.458,0.011,opt_56_Засуха_20260919_222306.jpg,,0.468,0.458,0.458,0.46,0.443,0.472,0.45,0.442,0.471
57,"19 сентября 2026, 22:23:18",Соль,450,24.9,65.7,1.85,64.0,23.5,-1.4,1.08,0.505,0.011,opt_57_Соль_20260919_222318.jpg,,0.523,0.501,0.495,0.516,0.512,0.494,0.5,0.487,0.513
58,"19 сентября 2026, 22:32:13",Контроль,400,24.9,65.7,1.85,64.0,23.5,-1.4,1.08,0.734,0.01,opt_58_Контроль_20260919_223213.jpg,,0.721,0.719,0.734,0.736,0.737,0.737,0.755,0.735,0.733
59,"19 сентября 2026, 22:32:31",Засуха,400,24.9,65.7,1.85,64.0,23.5,-1.4,1.08,0.454,0.017,opt_59_Засуха_20260919_223231.jpg,,0.44,0.438,0.471,0.441,0.441,0.454,0.473,0.484,0.44
60,"19 сентября 2026, 23:29:09",Контроль,1,24.9,65.7,1.85,64.0,23.5,-1.4,1.08,0.732,0.012,opt_60_Контроль_20260919_232909.jpg,,0.725,0.751,0.728,0.751,0.726,0.732,0.723,0.715,0.737
61,"19 сентября 2026, 23:29:26",Засуха,2,24.9,65.7,1.85,64.0,23.5,-1.4,1.08,0.458,0.016,opt_61_Засуха_20260919_232926.jpg,,0.438,0.453,0.455,0.473,0.478,0.438,0.442,0.48,0.465
62,"19 сентября 2026, 23:29:43",Соль,3,24.9,65.7,1.85,64.0,23.5,-1.4,1.08,0.512,0.009,opt_62_Соль_20260919_232943.jpg,,0.519,0.519,0.492,0.505,0.514,0.51,0.506,0.519,0.523
63,"19 сентября 2026, 23:30:06",Контроль,1,24.9,65.7,1.85,64.0,23.5,-1.4,1.08,0.739,0.012,opt_63_Контроль_20260919_233006.jpg,,0.742,0.745,0.735,0.761,0.728,0.719,0.753,0.738,0.733
64,"19 сентября 2026, 23:30:21",Засуха,2,24.9,65.7,1.85,64.0,23.5,-1.4,1.08,0.459,0.016,opt_64_Засуха_20260919_233021.jpg,,0.451,0.471,0.438,0.445,0.479,0.475,0.476,0.437,0.455
65,"20 сентября 2026, 08:49:33",Контроль,400,24.9,65.7,1.85,64.0,23.5,-1.4,1.08,0.746,0.013,opt_65_Контроль_20260920_084933.jpg,,0.746,0.755,0.742,0.731,0.761,0.754,0.761,0.738,0.723
66,"20 сентября 2026, 08:50:01",Засуха,400,24.9,65.7,1.85,64.0,23.5,-1.4,1.08,0.464,0.014,opt_66_Засуха_20260920_085001.jpg,,0.483,0.45,0.477,0.441,0.461,0.472,0.462,0.478,0.451
